case_id,correct_diagnosis_reference,similarity,comparison,embedding_gap
24,Meigs syndrome,0.9563430547714233,Qwen_plus_turbo_2_vs_deepseek_pro_1,0.04365694522857666
28,Lung cancer,0.88893061876297,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.11106938123703003
23,Irritable Bowel Syndrome,0.897546112537384,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.10245388746261597
5,Pes anserine bursitis,0.9215318560600281,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.07846814393997192
25,Primary sclerosing cholangitis,0.9249905347824097,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.07500946521759033
15,Epidermoid cyst,0.9361127614974976,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.06388723850250244
2,Hirschsprung disease,0.9414716958999634,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.05852830410003662
26,Interstitial cystitis,0.9430419206619263,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.05695807933807373
18,Uterine rupture,0.951079249382019,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.04892075061798096
24,Meigs syndrome,0.9561797976493835,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.043820202350616455
2,Hirschsprung disease,0.96683669090271,deepseek_flash_1_vs_deepseek_flash_2,0.03316330909729004
23,Irritable Bowel Syndrome,0.9799753427505493,deepseek_flash_1_vs_deepseek_flash_2,0.020024657249450684
5,Pes anserine bursitis,0.9810563325881958,deepseek_flash_1_vs_deepseek_flash_2,0.0189436674118042
28,Lung cancer,0.982501745223999,deepseek_flash_1_vs_deepseek_flash_2,0.017498254776000977
25,Primary sclerosing cholangitis,0.9844496250152588,deepseek_flash_1_vs_deepseek_flash_2,0.015550374984741211
15,Epidermoid cyst,0.9850316047668457,deepseek_flash_1_vs_deepseek_flash_2,0.014968395233154297
18,Uterine rupture,0.9860676527023315,deepseek_flash_1_vs_deepseek_flash_2,0.013932347297668457
24,Meigs syndrome,0.9896907806396484,deepseek_flash_1_vs_deepseek_flash_2,0.010309219360351562
26,Interstitial cystitis,0.9903067946434021,deepseek_flash_1_vs_deepseek_flash_2,0.0096932053565979
2,Hirschsprung disease,0.934432864189148,deepseek_flash_1_vs_deepseek_pro_1,0.06556713581085205
15,Epidermoid cyst,0.9529897570610046,deepseek_flash_1_vs_deepseek_pro_1,0.04701024293899536
23,Irritable Bowel Syndrome,0.9683506488800049,deepseek_flash_1_vs_deepseek_pro_1,0.03164935111999512
26,Interstitial cystitis,0.9707350730895996,deepseek_flash_1_vs_deepseek_pro_1,0.02926492691040039
28,Lung cancer,0.9715886116027832,deepseek_flash_1_vs_deepseek_pro_1,0.028411388397216797
25,Primary sclerosing cholangitis,0.9716662168502808,deepseek_flash_1_vs_deepseek_pro_1,0.02833378314971924
5,Pes anserine bursitis,0.9798027276992798,deepseek_flash_1_vs_deepseek_pro_1,0.020197272300720215
18,Uterine rupture,0.9816977381706238,deepseek_flash_1_vs_deepseek_pro_1,0.01830226182937622
24,Meigs syndrome,0.9835995435714722,deepseek_flash_1_vs_deepseek_pro_1,0.016400456428527832
2,Hirschsprung disease,0.9326625466346741,deepseek_flash_1_vs_deepseek_pro_2,0.06733745336532593
15,Epidermoid cyst,0.9487195014953613,deepseek_flash_1_vs_deepseek_pro_2,0.05128049850463867
25,Primary sclerosing cholangitis,0.9626439809799194,deepseek_flash_1_vs_deepseek_pro_2,0.037356019020080566
23,Irritable Bowel Syndrome,0.9693310260772705,deepseek_flash_1_vs_deepseek_pro_2,0.030668973922729492
28,Lung cancer,0.9695715308189392,deepseek_flash_1_vs_deepseek_pro_2,0.03042846918106079
26,Interstitial cystitis,0.9711204767227173,deepseek_flash_1_vs_deepseek_pro_2,0.028879523277282715
24,Meigs syndrome,0.9759174585342407,deepseek_flash_1_vs_deepseek_pro_2,0.024082541465759277
5,Pes anserine bursitis,0.9793387651443481,deepseek_flash_1_vs_deepseek_pro_2,0.020661234855651855
18,Uterine rupture,0.9852899312973022,deepseek_flash_1_vs_deepseek_pro_2,0.014710068702697754
15,Epidermoid cyst,0.9595049619674683,deepseek_flash_2_vs_deepseek_pro_1,0.04049503803253174
23,Irritable Bowel Syndrome,0.9613643884658813,deepseek_flash_2_vs_deepseek_pro_1,0.03863561153411865
2,Hirschsprung disease,0.9651108980178833,deepseek_flash_2_vs_deepseek_pro_1,0.0348891019821167
28,Lung cancer,0.9653841257095337,deepseek_flash_2_vs_deepseek_pro_1,0.03461587429046631
25,Primary sclerosing cholangitis,0.9762200713157654,deepseek_flash_2_vs_deepseek_pro_1,0.02377992868423462
5,Pes anserine bursitis,0.9765720963478088,deepseek_flash_2_vs_deepseek_pro_1,0.023427903652191162
26,Interstitial cystitis,0.9782003164291382,deepseek_flash_2_vs_deepseek_pro_1,0.021799683570861816
18,Uterine rupture,0.9828678369522095,deepseek_flash_2_vs_deepseek_pro_1,0.017132163047790527
24,Meigs syndrome,0.9863781332969666,deepseek_flash_2_vs_deepseek_pro_1,0.013621866703033447
23,Irritable Bowel Syndrome,0.9571933746337891,deepseek_flash_2_vs_deepseek_pro_2,0.04280662536621094
28,Lung cancer,0.9598474502563477,deepseek_flash_2_vs_deepseek_pro_2,0.040152549743652344
2,Hirschsprung disease,0.9605700969696045,deepseek_flash_2_vs_deepseek_pro_2,0.03942990303039551
15,Epidermoid cyst,0.9618316888809204,deepseek_flash_2_vs_deepseek_pro_2,0.03816831111907959
25,Primary sclerosing cholangitis,0.964472770690918,deepseek_flash_2_vs_deepseek_pro_2,0.03552722930908203
5,Pes anserine bursitis,0.97083580493927,deepseek_flash_2_vs_deepseek_pro_2,0.02916419506072998
26,Interstitial cystitis,0.9772372841835022,deepseek_flash_2_vs_deepseek_pro_2,0.022762715816497803
24,Meigs syndrome,0.9793422818183899,deepseek_flash_2_vs_deepseek_pro_2,0.020657718181610107
18,Uterine rupture,0.9843701124191284,deepseek_flash_2_vs_deepseek_pro_2,0.015629887580871582
28,Lung cancer,0.9814459681510925,deepseek_pro_1_vs_deepseek_pro_2,0.01855403184890747
15,Epidermoid cyst,0.9817391633987427,deepseek_pro_1_vs_deepseek_pro_2,0.018260836601257324
23,Irritable Bowel Syndrome,0.9821302890777588,deepseek_pro_1_vs_deepseek_pro_2,0.01786971092224121
26,Interstitial cystitis,0.9829435348510742,deepseek_pro_1_vs_deepseek_pro_2,0.01705646514892578
2,Hirschsprung disease,0.9858630299568176,deepseek_pro_1_vs_deepseek_pro_2,0.014136970043182373
5,Pes anserine bursitis,0.9860324859619141,deepseek_pro_1_vs_deepseek_pro_2,0.013967514038085938
25,Primary sclerosing cholangitis,0.987559974193573,deepseek_pro_1_vs_deepseek_pro_2,0.012440025806427002
24,Meigs syndrome,0.9889318943023682,deepseek_pro_1_vs_deepseek_pro_2,0.011068105697631836
18,Uterine rupture,0.9914524555206299,deepseek_pro_1_vs_deepseek_pro_2,0.008547544479370117
