case_id,correct_diagnosis_reference,similarity,comparison,embedding_gap
15,Epidermoid cyst,0.9567505121231079,Qwen_plus_turbo_1_vs_deepseek_flash_1,0.04324948787689209
23,Irritable Bowel Syndrome,0.9088749885559082,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.0911250114440918
28,Lung cancer,0.9123975038528442,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.08760249614715576
26,Interstitial cystitis,0.9440191984176636,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.055980801582336426
18,Uterine rupture,0.9461575746536255,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.05384242534637451
5,Pes anserine bursitis,0.9522147178649902,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.047785282135009766
15,Epidermoid cyst,0.956955075263977,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.04304492473602295
2,Hirschsprung disease,0.9593037962913513,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.04069620370864868
24,Meigs syndrome,0.9611132740974426,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.03888672590255737
25,Primary sclerosing cholangitis,0.9662052392959595,Qwen_plus_turbo_1_vs_deepseek_flash_2,0.03379476070404053
23,Irritable Bowel Syndrome,0.87172532081604,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.12827467918395996
28,Lung cancer,0.8870341181755066,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.11296588182449341
26,Interstitial cystitis,0.9289851784706116,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.07101482152938843
24,Meigs syndrome,0.9378359913825989,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.06216400861740112
15,Epidermoid cyst,0.940813422203064,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.059186577796936035
5,Pes anserine bursitis,0.9431273937225342,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.05687260627746582
18,Uterine rupture,0.9484809041023254,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.05151909589767456
25,Primary sclerosing cholangitis,0.9523005485534668,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.0476994514465332
2,Hirschsprung disease,0.9596723318099976,Qwen_plus_turbo_1_vs_deepseek_pro_1,0.04032766819000244
28,Lung cancer,0.8785421252250671,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.12145787477493286
23,Irritable Bowel Syndrome,0.878994345664978,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.12100565433502197
25,Primary sclerosing cholangitis,0.9303834438323975,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.06961655616760254
24,Meigs syndrome,0.9419437050819397,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.0580562949180603
5,Pes anserine bursitis,0.9434170126914978,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.0565829873085022
15,Epidermoid cyst,0.9470596313476562,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.05294036865234375
26,Interstitial cystitis,0.9481877088546753,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.05181229114532471
18,Uterine rupture,0.9500101804733276,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.04998981952667236
2,Hirschsprung disease,0.9623237252235413,Qwen_plus_turbo_1_vs_deepseek_pro_2,0.03767627477645874
28,Lung cancer,0.8957399129867554,Qwen_plus_turbo_2_vs_deepseek_flash_1,0.10426008701324463
2,Hirschsprung disease,0.9315717816352844,Qwen_plus_turbo_2_vs_deepseek_flash_1,0.06842821836471558
26,Interstitial cystitis,0.9324995279312134,Qwen_plus_turbo_2_vs_deepseek_flash_1,0.06750047206878662
18,Uterine rupture,0.9340713024139404,Qwen_plus_turbo_2_vs_deepseek_flash_1,0.06592869758605957
23,Irritable Bowel Syndrome,0.9415508508682251,Qwen_plus_turbo_2_vs_deepseek_flash_1,0.0584491491317749
5,Pes anserine bursitis,0.9448946118354797,Qwen_plus_turbo_2_vs_deepseek_flash_1,0.055105388164520264
15,Epidermoid cyst,0.9512873291969299,Qwen_plus_turbo_2_vs_deepseek_flash_1,0.04871267080307007
24,Meigs syndrome,0.9579846262931824,Qwen_plus_turbo_2_vs_deepseek_flash_1,0.04201537370681763
25,Primary sclerosing cholangitis,0.9599660634994507,Qwen_plus_turbo_2_vs_deepseek_flash_1,0.040033936500549316
28,Lung cancer,0.8855623006820679,Qwen_plus_turbo_2_vs_deepseek_flash_2,0.11443769931793213
23,Irritable Bowel Syndrome,0.9379549026489258,Qwen_plus_turbo_2_vs_deepseek_flash_2,0.06204509735107422
26,Interstitial cystitis,0.9392803311347961,Qwen_plus_turbo_2_vs_deepseek_flash_2,0.06071966886520386
5,Pes anserine bursitis,0.9431425929069519,Qwen_plus_turbo_2_vs_deepseek_flash_2,0.056857407093048096
18,Uterine rupture,0.9454460144042969,Qwen_plus_turbo_2_vs_deepseek_flash_2,0.054553985595703125
2,Hirschsprung disease,0.954045295715332,Qwen_plus_turbo_2_vs_deepseek_flash_2,0.04595470428466797
15,Epidermoid cyst,0.9547964334487915,Qwen_plus_turbo_2_vs_deepseek_flash_2,0.045203566551208496
25,Primary sclerosing cholangitis,0.9550410509109497,Qwen_plus_turbo_2_vs_deepseek_flash_2,0.04495894908905029
24,Meigs syndrome,0.9631924629211426,Qwen_plus_turbo_2_vs_deepseek_flash_2,0.03680753707885742
28,Lung cancer,0.8667639493942261,Qwen_plus_turbo_2_vs_deepseek_pro_1,0.13323605060577393
23,Irritable Bowel Syndrome,0.9014868140220642,Qwen_plus_turbo_2_vs_deepseek_pro_1,0.09851318597793579
26,Interstitial cystitis,0.9233176708221436,Qwen_plus_turbo_2_vs_deepseek_pro_1,0.07668232917785645
15,Epidermoid cyst,0.9272790551185608,Qwen_plus_turbo_2_vs_deepseek_pro_1,0.07272094488143921
5,Pes anserine bursitis,0.9340623617172241,Qwen_plus_turbo_2_vs_deepseek_pro_1,0.06593763828277588
24,Meigs syndrome,0.9395890235900879,Qwen_plus_turbo_2_vs_deepseek_pro_1,0.06041097640991211
25,Primary sclerosing cholangitis,0.9468189477920532,Qwen_plus_turbo_2_vs_deepseek_pro_1,0.05318105220794678
18,Uterine rupture,0.9483292698860168,Qwen_plus_turbo_2_vs_deepseek_pro_1,0.051670730113983154
2,Hirschsprung disease,0.9560004472732544,Qwen_plus_turbo_2_vs_deepseek_pro_1,0.043999552726745605
28,Lung cancer,0.8685576915740967,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.13144230842590332
23,Irritable Bowel Syndrome,0.8997418284416199,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.10025817155838013
25,Primary sclerosing cholangitis,0.9258356094360352,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.07416439056396484
5,Pes anserine bursitis,0.934204638004303,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.06579536199569702
15,Epidermoid cyst,0.9379370808601379,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.06206291913986206
24,Meigs syndrome,0.9420619010925293,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.0579380989074707
26,Interstitial cystitis,0.943230926990509,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.05676907300949097
18,Uterine rupture,0.9511993527412415,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.048800647258758545
2,Hirschsprung disease,0.9584711790084839,Qwen_plus_turbo_2_vs_deepseek_pro_2,0.04152882099151611
2,Hirschsprung disease,0.9694571495056152,deepseek_flash_1_vs_deepseek_flash_2,0.030542850494384766
23,Irritable Bowel Syndrome,0.9805352091789246,deepseek_flash_1_vs_deepseek_flash_2,0.01946479082107544
25,Primary sclerosing cholangitis,0.9822677373886108,deepseek_flash_1_vs_deepseek_flash_2,0.01773226261138916
28,Lung cancer,0.9848661422729492,deepseek_flash_1_vs_deepseek_flash_2,0.015133857727050781
15,Epidermoid cyst,0.9856719374656677,deepseek_flash_1_vs_deepseek_flash_2,0.014328062534332275
5,Pes anserine bursitis,0.9865224361419678,deepseek_flash_1_vs_deepseek_flash_2,0.013477563858032227
26,Interstitial cystitis,0.9884681701660156,deepseek_flash_1_vs_deepseek_flash_2,0.011531829833984375
18,Uterine rupture,0.9899954795837402,deepseek_flash_1_vs_deepseek_flash_2,0.010004520416259766
24,Meigs syndrome,0.9927924275398254,deepseek_flash_1_vs_deepseek_flash_2,0.0072075724601745605
2,Hirschsprung disease,0.9386135339736938,deepseek_flash_1_vs_deepseek_pro_1,0.06138646602630615
15,Epidermoid cyst,0.9591922760009766,deepseek_flash_1_vs_deepseek_pro_1,0.04080772399902344
26,Interstitial cystitis,0.9695061445236206,deepseek_flash_1_vs_deepseek_pro_1,0.030493855476379395
23,Irritable Bowel Syndrome,0.9698292016983032,deepseek_flash_1_vs_deepseek_pro_1,0.030170798301696777
28,Lung cancer,0.9718711376190186,deepseek_flash_1_vs_deepseek_pro_1,0.028128862380981445
25,Primary sclerosing cholangitis,0.98042231798172,deepseek_flash_1_vs_deepseek_pro_1,0.01957768201828003
24,Meigs syndrome,0.9807987213134766,deepseek_flash_1_vs_deepseek_pro_1,0.019201278686523438
5,Pes anserine bursitis,0.9809148907661438,deepseek_flash_1_vs_deepseek_pro_1,0.0190851092338562
18,Uterine rupture,0.9836046099662781,deepseek_flash_1_vs_deepseek_pro_1,0.016395390033721924
2,Hirschsprung disease,0.9442766904830933,deepseek_flash_1_vs_deepseek_pro_2,0.05572330951690674
15,Epidermoid cyst,0.9584201574325562,deepseek_flash_1_vs_deepseek_pro_2,0.04157984256744385
23,Irritable Bowel Syndrome,0.962981104850769,deepseek_flash_1_vs_deepseek_pro_2,0.03701889514923096
28,Lung cancer,0.9666889905929565,deepseek_flash_1_vs_deepseek_pro_2,0.03331100940704346
25,Primary sclerosing cholangitis,0.9692031145095825,deepseek_flash_1_vs_deepseek_pro_2,0.03079688549041748
26,Interstitial cystitis,0.9693566560745239,deepseek_flash_1_vs_deepseek_pro_2,0.030643343925476074
24,Meigs syndrome,0.9788343906402588,deepseek_flash_1_vs_deepseek_pro_2,0.02116560935974121
5,Pes anserine bursitis,0.9811265468597412,deepseek_flash_1_vs_deepseek_pro_2,0.01887345314025879
18,Uterine rupture,0.9843443036079407,deepseek_flash_1_vs_deepseek_pro_2,0.015655696392059326
23,Irritable Bowel Syndrome,0.9628233909606934,deepseek_flash_2_vs_deepseek_pro_1,0.03717660903930664
28,Lung cancer,0.9670805335044861,deepseek_flash_2_vs_deepseek_pro_1,0.032919466495513916
2,Hirschsprung disease,0.9692789912223816,deepseek_flash_2_vs_deepseek_pro_1,0.030721008777618408
15,Epidermoid cyst,0.9698708057403564,deepseek_flash_2_vs_deepseek_pro_1,0.030129194259643555
26,Interstitial cystitis,0.9739165902137756,deepseek_flash_2_vs_deepseek_pro_1,0.026083409786224365
5,Pes anserine bursitis,0.9775200486183167,deepseek_flash_2_vs_deepseek_pro_1,0.02247995138168335
24,Meigs syndrome,0.9782965779304504,deepseek_flash_2_vs_deepseek_pro_1,0.02170342206954956
25,Primary sclerosing cholangitis,0.9810445308685303,deepseek_flash_2_vs_deepseek_pro_1,0.018955469131469727
18,Uterine rupture,0.9856457114219666,deepseek_flash_2_vs_deepseek_pro_1,0.014354288578033447
23,Irritable Bowel Syndrome,0.9479907751083374,deepseek_flash_2_vs_deepseek_pro_2,0.0520092248916626
28,Lung cancer,0.9559861421585083,deepseek_flash_2_vs_deepseek_pro_2,0.0440138578414917
25,Primary sclerosing cholangitis,0.9677734375,deepseek_flash_2_vs_deepseek_pro_2,0.0322265625
15,Epidermoid cyst,0.9723341464996338,deepseek_flash_2_vs_deepseek_pro_2,0.02766585350036621
2,Hirschsprung disease,0.972815990447998,deepseek_flash_2_vs_deepseek_pro_2,0.027184009552001953
26,Interstitial cystitis,0.9741907119750977,deepseek_flash_2_vs_deepseek_pro_2,0.025809288024902344
5,Pes anserine bursitis,0.9748821258544922,deepseek_flash_2_vs_deepseek_pro_2,0.025117874145507812
24,Meigs syndrome,0.9796621799468994,deepseek_flash_2_vs_deepseek_pro_2,0.020337820053100586
18,Uterine rupture,0.9843644499778748,deepseek_flash_2_vs_deepseek_pro_2,0.015635550022125244
26,Interstitial cystitis,0.9791080951690674,deepseek_pro_1_vs_deepseek_pro_2,0.020891904830932617
23,Irritable Bowel Syndrome,0.9806165099143982,deepseek_pro_1_vs_deepseek_pro_2,0.019383490085601807
28,Lung cancer,0.9810240864753723,deepseek_pro_1_vs_deepseek_pro_2,0.018975913524627686
2,Hirschsprung disease,0.9873592853546143,deepseek_pro_1_vs_deepseek_pro_2,0.012640714645385742
5,Pes anserine bursitis,0.9879105091094971,deepseek_pro_1_vs_deepseek_pro_2,0.01208949089050293
25,Primary sclerosing cholangitis,0.9879795908927917,deepseek_pro_1_vs_deepseek_pro_2,0.012020409107208252
24,Meigs syndrome,0.9888746738433838,deepseek_pro_1_vs_deepseek_pro_2,0.011125326156616211
15,Epidermoid cyst,0.9891657829284668,deepseek_pro_1_vs_deepseek_pro_2,0.010834217071533203
18,Uterine rupture,0.9935979843139648,deepseek_pro_1_vs_deepseek_pro_2,0.006402015686035156
